cik,fiscal_year_end,industry_name,sector_name,lat,lng,Issuer Name,Issuer Ticker,Firm ID,Firm Name,Firm Issuing State,Firm Issuing City,Engagement Partner ID,Engagement Partner Name,filing_date,business_state
35527,1231,State commercial banks,Depository institutions,39.1022847,-84.5119662,FIFTH THIRD BANCORP,FITB; FITBP.; FITBI; FITBP; FITBO,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3411282,Robert Bitter,3/25/2020,OH
80424,630,"Soap, detergents, cleang preparations, perfumes, cosmetics",Chemicals and allied products,39.1032195,-84.5052772,PROCTER & GAMBLE Co,PG,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3411173,Jeffrey Potts,8/22/2019,OH
794367,201,Retail-department stores,General merchandise stores,39.1033122,-84.5141082,"Macy’s, Inc.",M,185,KPMG LLP,Ohio,Cincinnati,18500776,John Atkinson,4/25/2019,OH
56873,201,Retail-grocery stores,Food stores,39.1067459,-84.5138214,KROGER CO,KR,238,PricewaterhouseCoopers LLP,Ohio,Cincinnati,23800348,David Sharpe,4/16/2019,OH
1698113,1231,Services-advertising agencies,Business services,39.1096093,-84.5165047,Legacy Acquisition Corp.,LGC; LGCU; LGC.WT.; 8265B,100,"WithumSmith+Brown, PC",New Jersey,Whippany,10000350,Mark Deters,2/29/2020,OH
794172,930,In vitro & in vivo diagnostic substances,Chemicals and allied products,39.1237629,-84.356807,"Meridian Bioscience, Inc.",VIVO,248,Grant Thornton LLP,Ohio,Cincinnati,24800102,Matthew Jessup,12/5/2019,OH
1699018,1231,"Savings institution, federally chartered",Depository institutions,39.1527726,-84.6582519,"Eagle Financial Bancorp, Inc.",EFBI,686,"BKD, LLP",Ohio,Cincinnati,68669015,Brian Mischel,3/30/2020,OH
1668397,1231,Services-commercial physical & biological research,Engineering and management services,39.1587945,-84.4020821,"Medpace Holdings, Inc.",MEDP,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3410943,David Crowley,3/11/2020,OH
1635484,1231,"Savings institution, federally chartered",Depository institutions,39.1944147,-84.661421,Cincinnati Bancorp,CNNB,686,"BKD, LLP",Ohio,Cincinnati,68669015,Brian Mischel,4/4/2019,OH
763532,630,Electric lighting & wiring equipment,Electrical and electronic equipment,39.2421797,-84.3793897,LSI Industries Inc.,LYTS,248,Grant Thornton LLP,Ohio,Cincinnati,24800352,Daniel Borton,9/10/2019,OH
1422142,1231,Pharmaceutical preparations,Chemicals and allied products,39.2433683,-84.3894578,"Aerpio Pharmaceuticals, Inc.",ARPO,42,Ernst & Young LLP,Ohio,Cincinnati,4202178,Joseph Muraca,3/19/2020,OH
1637913,1231,"Special industry machinery, nec",Industrial machinery and equipment,39.2464388,-84.379367,Milacron Holdings Corp,MCRN,42,Ernst & Young LLP,Ohio,Cincinnati,4200959,Ritu Furlan,9/18/2019,OH
1361025,1231,Hospital & medical service plans,Insurance carriers,39.2661942,-84.4343401,DCP Holding CO,NA,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3411529,Nicole Rasmussen,4/18/2019,OH
1029831,1229,"Wholesale-machinery, equipment & supplies",Wholesale trade--durable goods,39.2697021,-84.5574466,"The Hillman Companies, Inc.",NA,185,KPMG LLP,Ohio,Cincinnati,18500854,David Armour,4/16/2019,OH
1688016,1231,Real estate investment trusts,Holding and other investment offices,39.2765686,-84.3481251,"Phillips Edison Grocery Center REIT III, Inc.",NA,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3410690,William Albin,3/23/2019,OH
1476204,1231,Real estate investment trusts,Holding and other investment offices,39.2765686,-84.3481251,"Phillips Edison & Company, Inc.",NA,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3411685,Ruth Russell,3/19/2020,OH
1425287,1231,Motor vehicles & passenger car bodies,Transportation equipment,39.2840138,-84.3017492,Workhorse Group Inc.,WKHS,248,Grant Thornton LLP,Ohio,Cincinnati,24800352,Daniel Borton,3/19/2020,OH
1533932,1231,"Services-business services, nec",Business services,39.2863215,-84.3205009,"Worldpay, Inc.",WP; 6224B,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3411282,Robert Bitter,4/1/2019,OH
20286,1231,"Fire, marine & casualty insurance",Insurance carriers,39.3077776,-84.5207443,CINCINNATI FINANCIAL CORP,CINF,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3411144,Joseph DeSantis,3/27/2020,OH
918160,1231,"Steel works, blast furnaces & rolling mills (coke ovens)",Primary metal industries,39.3274007,-84.4282026,AK Steel Holding Corporation,AKS,42,Ernst & Young LLP,Ohio,Cincinnati,4200182,Lori Benvenuto,3/9/2020,OH
1323885,1231,Surgical & medical instruments & apparatus,Instruments and related products,39.330127,-84.291043,"AtriCure, Inc.",ATRC; ATRC10,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3411587,Lisa Vannis,3/18/2020,OH
723254,531,"Men's & boys' furnishgs, work clothg, & allied garments",Apparel and other textile products,39.3411816,-84.282986,Cintas Corporation,CTAS,42,Ernst & Young LLP,Ohio,Cincinnati,4201913,Craig Marshall,8/6/2019,OH
318300,1231,State commercial banks,Depository institutions,39.4149756,-81.4546346,Peoples Bancorp Inc.,PEBO,42,Ernst & Young LLP,West Virginia,Charleston,4203657,Tanya Wisniewski,3/19/2020,OH
936446,1231,Wholesale-hardware,Wholesale trade--durable goods,39.4160891,-82.9558923,Amerinac Holding Corp.,PAOS,711,Friedman LLP,New Jersey,Marlton,71100855,Justin Van Fleet,3/27/2019,OH
894081,1231,Air courier services,Transportation by air,39.430194,-83.784742,"Air Transport Services Group, Inc.",ATSG,34,Deloitte &  Touche LLP,Ohio,Cincinnati,3411407,James Redmond,3/21/2020,OH
1074902,1231,National commercial banks,Depository institutions,39.434688,-84.207803,LCNB Corp.,LCNB,686,"BKD, LLP",Ohio,Cincinnati,68666020,Michael Ososki,3/20/2020,OH
895456,1231,"Footwear, (no rubber)",Leather and leather products,39.4584576,-82.2319891,"Rocky Brands, Inc.",RCKY,358,"Schneider Downs & Co., Inc.",Ohio,Columbus,35801523,Michael Renzelman,3/16/2020,OH
1421182,1231,Paper mills,Paper and allied products,39.6240999,-84.214069,Verso Corp,VRSZQ; VRS; 8254B,34,Deloitte &  Touche LLP,Ohio,Dayton,3410940,Albert Asebrook,3/20/2020,OH
744187,131,Industrial organic chemicals,Chemicals and allied products,39.6315467,-84.1804138,REX AMERICAN RESOURCES Corp,REX,34,Deloitte &  Touche LLP,Ohio,Dayton,3411133,Anthony Puckett,4/18/2019,OH
1682593,630,"Savings institution, federally chartered",Depository institutions,39.746568,-81.5165691,"Community Savings Bancorp, Inc.",NA,74,"S. R. Snodgrass, P.C.",Pennsylvania,Cranberry Township,7400012,Heather Bernhard,10/8/2019,OH
787250,1231,Electric & other services combined,"Electric, gas, and sanitary services",39.7532876,-84.1241948,DPL Inc.,DPL; AES5,42,Ernst & Young LLP,Indiana,Indianapolis,4201312,Robert Hofinger,3/9/2020,OH
27430,1231,Electric & other services combined,"Electric, gas, and sanitary services",39.7532876,-84.1241948,The Dayton Power and Light Company,0191A,42,Ernst & Young LLP,Indiana,Indianapolis,4201312,Robert Hofinger,3/9/2020,OH
1580905,1231,General bldg contractors - residential bldgs,General building contractors,39.9523897,-82.9992899,"Installed Building Products, Inc.",IBP,34,Deloitte &  Touche LLP,Ohio,Columbus,3411303,George Fackler,3/19/2020,OH
49196,1231,National commercial banks,Depository institutions,39.9610405,-83.0007547,HUNTINGTON BANCSHARES INC/MD,HBAN; HUBSP; HBANO; HBANN,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800127,Michael Seelig,3/5/2020,OH
13239,1231,"Plastic materials, synth resins & nonvulcan elastomers",Chemicals and allied products,39.9632438,-82.9958895,HEXION INC.,HXN; 0141A,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800433,Gregory Chester,4/23/2019,OH
1594686,1231,Real estate investment trusts,Holding and other investment offices,39.9632438,-82.9958895,Washington Prime Group Inc.,WPG; WPG.PG; WPG.PH; WPG.PI,42,Ernst & Young LLP,Indiana,Indianapolis,4200282,Nathan Brames,3/9/2020,OH
1610911,1231,Real estate investment trusts,Holding and other investment offices,39.9632438,-82.9958895,"Washington Prime Group, L.P.",NA,42,Ernst & Young LLP,Indiana,Indianapolis,4200282,Nathan Brames,3/9/2020,OH
874977,1231,"Fire, marine & casualty insurance",Insurance carriers,39.9640947,-82.9868629,State Auto Financial Corporation,STFC,42,Ernst & Young LLP,Ohio,Grandview Heights,4202746,Nathaniel Seacrist,3/19/2020,OH
4904,1231,Electric services,"Electric, gas, and sanitary services",39.9650383,-83.0064261,AMERICAN ELECTRIC POWER CO INC,AEP; AEP.Z; AEP.PA; AEP.PB,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800638,Michael Herman,3/10/2020,OH
92487,1231,Electric services,"Electric, gas, and sanitary services",39.9650383,-83.0064261,SOUTHWESTERN ELECTRIC POWER CO,AEP13,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800638,Michael Herman,3/10/2020,OH
50172,1231,Electric services,"Electric, gas, and sanitary services",39.9650383,-83.0064261,INDIANA MICHIGAN POWER CO,AEP2; IJD,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800638,Michael Herman,3/10/2020,OH
81027,1231,Electric services,"Electric, gas, and sanitary services",39.9650383,-83.0064261,PUBLIC SERVICE CO OF OKLAHOMA,AEP12,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800638,Michael Herman,3/10/2020,OH
73986,1231,Electric services,"Electric, gas, and sanitary services",39.9650383,-83.0064261,OHIO POWER CO,AEP5,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800638,Michael Herman,3/10/2020,OH
6879,1231,Electric services,"Electric, gas, and sanitary services",39.9650383,-83.0064261,APPALACHIAN POWER CO,AEP1,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800638,Michael Herman,3/10/2020,OH
1702494,1231,Electric services,"Electric, gas, and sanitary services",39.9650383,-83.0064261,"AEP TRANSMISSION COMPANY, LLC",NA,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800638,Michael Herman,3/10/2020,OH
1721781,1231,Electric services,"Electric, gas, and sanitary services",39.9650383,-83.0064261,AEP Texas Inc.,NA,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800638,Michael Herman,3/10/2020,OH
909108,1231,Investment advice,"Security, commodity brokers, and services",39.9679291,-83.0080211,"Diamond Hill Investment Group, Inc.",DHIL; 9982B,185,KPMG LLP,Ohio,Columbus,18500947,Kari Palmer,3/23/2020,OH
205695,1231,Life insurance,Insurance carriers,39.9684015,-83.0023365,Nationwide Life Insurance Company,NA,185,KPMG LLP,Ohio,Columbus,18500588,William Miller,4/2/2019,OH
1026655,1231,"Plastics products, nec",Rubber and miscellaneous plastics products,39.9688792,-83.1381632,"Core Molding Technologies, Inc.",CMT,173,Crowe LLP,Ohio,Columbus,17304746,Andrea Meinardi,3/23/2020,OH
1319947,201,Retail-shoe stores,Apparel and accessory stores,39.9875339,-82.8984889,Designer Brands Inc.,DBI; 5989B,34,Deloitte &  Touche LLP,Ohio,Columbus,3411125,David Eshman,4/25/2019,OH
1081745,1231,Services-prepackaged software,Business services,39.9976798,-83.120432,"Intellinetics, Inc.",INLXD,1808,GBQ Partners LLC,Ohio,Columbus,180800002,Mary Stucke,4/8/2019,OH
830616,1231,Electrical industrial apparatus,Electrical and electronic equipment,40.0094127,-83.1348505,"SCI Engineered Materials, Inc.",SCIA,1808,GBQ Partners LLC,Ohio,Columbus,180800002,Mary Stucke,2/10/2020,OH
1127203,NA,Life insurance,Insurance carriers,40.0151339,-82.9246084,Nationwide Life Insurance Company,NA,185,KPMG LLP,Ohio,Columbus,18500588,William Miller,4/1/2019,OH
1101215,1231,"Services-business services, nec",Business services,40.0355891,-82.9144846,ALLIANCE DATA SYSTEMS CORP,ADS,34,Deloitte &  Touche LLP,Texas,Dallas,3411190,Jeffry Plowman,3/26/2020,OH
1307895,1231,"Fire, marine & casualty insurance",Insurance carriers,40.045245,-82.9045166,"SAFE AUTO INSURANCE GROUP, INC.",SAIC.1,34,Deloitte &  Touche LLP,Ohio,Columbus,3411144,Joseph DeSantis,5/23/2019,OH
799292,1231,Operative builders,General building contractors,40.0466043,-82.9052312,"M/I HOMES, INC.",MHO; MHO.PA,34,Deloitte &  Touche LLP,Ohio,Columbus,3411133,Anthony Puckett,3/13/2020,OH
1604028,331,Plastics foam products,Rubber and miscellaneous plastics products,40.0483909,-83.1230968,"ADVANCED DRAINAGE SYSTEMS, INC.",WMS,34,Deloitte &  Touche LLP,Ohio,Columbus,3410564,Kevin Krumm,7/3/2019,OH
1483510,201,Retail-apparel & accessory stores,Apparel and accessory stores,40.0534605,-82.8993875,"EXPRESS, INC.",EXPR,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800584,Jarrod Trigg,4/4/2019,OH
701985,201,Retail-women's clothing stores,Apparel and accessory stores,40.0559427,-82.8948715,"L Brands, Inc.",LB,42,Ernst & Young LLP,Ohio,Grandview Heights,4202860,Jeffrey Smith,4/5/2019,OH
805676,1231,National commercial banks,Depository institutions,40.0594132,-82.4029366,Park National Corporation,PRK,173,Crowe LLP,Ohio,Columbus,17304851,William Brewer,3/9/2020,OH
768835,131,Retail-variety stores,General merchandise stores,40.0800688,-82.858301,BIG LOTS INC,BIG,34,Deloitte &  Touche LLP,Ohio,Columbus,3411133,Anthony Puckett,4/29/2019,OH
810509,1231,In vitro & in vivo diagnostic substances,Chemicals and allied products,40.0808489,-83.1246052,"NAVIDEA BIOPHARMACEUTICALS, INC.",NAVB,688,Marcum LLP,Connecticut,New Haven,68800109,Jeffrey Solomon,3/23/2020,OH
1018840,201,Retail-family clothing stores,Apparel and accessory stores,40.0908916,-82.7777882,ABERCROMBIE & FITCH CO /DE/,ANF; 9340B,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800451,Ryan Swincicki,4/16/2019,OH
1290900,1231,Motor vehicle parts & accessories,Transportation equipment,40.0943353,-82.8141547,"Commercial Vehicle Group, Inc.",CVGI,185,KPMG LLP,Ohio,Columbus,18500620,Sean Morrison,4/1/2019,OH
731653,1231,State commercial banks,Depository institutions,40.0959055,-80.724526,"United Bancorp, Inc.",UBCP,686,"BKD, LLP",Ohio,Cincinnati,68669015,Brian Mischel,3/26/2020,OH
30697,1229,Retail-eating & drinking places,Eating and drinking places,40.1015784,-83.1043413,Wendy's Co,TRY; 9709B; WEN,34,Deloitte &  Touche LLP,Ohio,Columbus,3411593,Elizabeth Forman,3/18/2020,OH
1070680,1231,National commercial banks,Depository institutions,40.105439,-83.016612,Central Federal Corporation,CFBK,686,"BKD, LLP",Indiana,Indianapolis,68666020,Michael Ososki,4/4/2019,OH
1766682,1231,Finance services,Nondepository credit institutions,40.1057119,-83.1277926,CCF Holdings LLC,NA,49,RSM US LLP,North Carolina,Raleigh,4953093,Ronald Lee,3/19/2020,OH
721371,630,"Wholesale-drugs, proprietaries & druggists' sundries",Wholesale trade--nondurable goods,40.1090076,-83.1210856,"Cardinal Health, Inc.",CAH,42,Ernst & Young LLP,Ohio,Grandview Heights,4203329,Lisa Young,9/3/2019,OH
108516,531,"Steel works, blast furnaces & rolling & finishing mills",Primary metal industries,40.1109975,-83.0212835,"Worthington Industries, Inc.",WOR,185,KPMG LLP,Ohio,Columbus,18500600,Ann Zavarella,8/6/2019,OH
1037646,1231,Laboratory analytical instruments,Instruments and related products,40.1439863,-82.9690578,METTLER TOLEDO INTERNATIONAL INC/,MTD,238,PricewaterhouseCoopers LLP,Ohio,Columbus,23800451,Ryan Swincicki,2/25/2020,OH
57515,630,"Canned, frozen & preservd fruit, veg & food specialties",Food and kindred products,40.1469452,-82.9418371,LANCASTER COLONY CORP,LANC,34,Deloitte &  Touche LLP,Ohio,Columbus,3410940,Albert Asebrook,8/29/2019,OH
728385,1231,"Measuring & controlling devices, nec",Instruments and related products,40.1556167,-83.0105815,MIDWEST ENERGY EMISSIONS CORP.,MEEC,688,Marcum LLP,New York,New York,68800128,Alan Markowitz,4/12/2019,OH
825542,930,Agricultural chemicals,Chemicals and allied products,40.2118364,-83.3093051,SCOTTS MIRACLE-GRO CO,SMG,34,Deloitte &  Touche LLP,Ohio,Columbus,3410564,Kevin Krumm,12/24/2019,OH
43920,1031,"Metal shipping barrels, drums, kegs & pails",Fabricated metal products,40.2244946,-83.0458805,"GREIF, INC",GEF; GEF.B,34,Deloitte &  Touche LLP,Ohio,Columbus,3410943,David Crowley,1/20/2020,OH
880417,1231,State commercial banks,Depository institutions,40.5552635,-81.9169474,"CSB Bancorp, Inc.",CSBB,74,"S. R. Snodgrass, P.C.",Pennsylvania,Cranberry Township,7400014,Robert McDonough,3/28/2020,OH
1006830,630,National commercial banks,Depository institutions,40.732846,-81.0973242,"Consumers Bancorp, Inc.",CBKM,173,Crowe LLP,Ohio,Cleveland,17304851,William Brewer,9/16/2019,OH
1598428,1231,"Steel works, blast furnaces & rolling mills (coke ovens)",Primary metal industries,40.7783476,-81.3956564,TIMKENSTEEL CORPORATION,TMST,42,Ernst & Young LLP,Ohio,Cleveland,4200489,Paul Chevalier,3/16/2020,OH
42682,1231,Pumps & pumping equipment,Industrial machinery and equipment,40.8079085,-82.50389,"Gorman-Rupp Company, The",GRC,42,Ernst & Young LLP,Ohio,Cleveland,4201817,Joseph Lukac,3/17/2020,OH
91419,430,"Canned, fruits, veg, preserves, jams & jellies",Food and kindred products,40.8470663,-81.7621164,THE J. M. SMUCKER COMPANY,SJM; SJM.B,42,Ernst & Young LLP,Ohio,Akron,4201442,Joshua Jenkins,7/1/2019,OH
1414382,731,Misc industrial & commercial machinery & equipment,Industrial machinery and equipment,40.8570652,-81.4475223,"CONCRETE LEVELING SYSTEMS, INC.",NA,3289,"Accell Audit & Compliance, P.A.",Florida,Tampa,328900001,Christopher Hiestand,10/30/2019,OH
98362,1231,Ball & roller bearings,Industrial machinery and equipment,40.9058618,-81.4330213,The Timken Company,TKR,42,Ernst & Young LLP,Ohio,Cleveland,4201765,Tracy Lindberg,3/3/2020,OH
28823,1231,Calculating & accounting machines (no electronic computers),Industrial machinery and equipment,40.9079494,-81.421885,"Diebold Nixdorf, Incorporated",DBD,185,KPMG LLP,Ohio,Cleveland,18500600,Ann Zavarella,3/30/2020,OH
1087456,1231,National commercial banks,Depository institutions,40.9253814,-84.0588241,"United Bancshares, Inc.",UBOH,655,CliftonLarsonAllen LLP,Ohio,Toledo,65504113,Kevin Rohrs,3/18/2020,OH
1630805,1231,"Heating equipment, except electric & warm air furnaces",Fabricated metal products,41.0085766,-81.6015993,"Babcock & Wilcox Enterprises, Inc.",BW,34,Deloitte &  Touche LLP,Ohio,Cleveland,3410531,Carl Cronin,4/26/2019,OH
709337,1231,State commercial banks,Depository institutions,41.0240579,-80.7612831,Farmers National Banc Corp.,FMNB,655,CliftonLarsonAllen LLP,Ohio,Toledo,65510363,Todd Sprang,3/16/2020,OH
868082,1231,Crude petroleum & natural gas,Oil and gas extraction,41.0240716,-80.7826909,Everflow Eastern Partners LP,NA,320,Maloney + Novotny LLC,Ohio,Cleveland,32000103,Matthew Maloney,7/10/2019,OH
1553788,1231,Services-home health care services,Health services,41.0250191,-80.7250365,"Canfield Medical Supply, Inc.",NA,6117,"Heaton & Company, PLLC",Utah,Farmington,611700002,Doug Child,5/2/2019,OH
1507615,1231,Pipe lines (no natural gas),"Pipelines, except natural gas",41.0359703,-83.6478935,Andeavor Logistics LP,ANDX,42,Ernst & Young LLP,Texas,San Antonio,4201988,Brett Mc Ginnis,3/18/2019,OH
1552000,1231,Pipe lines (no natural gas),"Pipelines, except natural gas",41.0359703,-83.6478935,MPLX LP,MPLX; 8757B; 7367B,238,PricewaterhouseCoopers LLP,Ohio,Toledo,23800132,Rowena Cipriano-Reyes,3/19/2020,OH
1510295,1231,Petroleum refining,Petroleum and coal products,41.0360917,-83.6494426,Marathon Petroleum Corp,MPC,238,PricewaterhouseCoopers LLP,Ohio,Toledo,23800700,Michael O Riordan,3/20/2020,OH
69488,1231,"Plastics products, nec",Rubber and miscellaneous plastics products,41.051759,-81.526698,"Myers Industries, Inc.",MYE,42,Ernst & Young LLP,Ohio,Akron,4202638,Gerald Rudowsky,3/13/2020,OH
42582,1231,Tires & inner tubes,Rubber and miscellaneous plastics products,41.066344,-81.48445,GOODYEAR TIRE & RUBBER CO /OH/,GT; GTPPP,238,PricewaterhouseCoopers LLP,Ohio,Cleveland,23800793,Kevin Thomas,2/28/2020,OH
1031296,1231,Electric services,"Electric, gas, and sanitary services",41.083384,-81.5183258,FIRSTENERGY CORP,FE,238,PricewaterhouseCoopers LLP,Ohio,Cleveland,23800060,Allan Crawford,2/25/2020,OH
707886,1231,"Savings institutions, not federally chartered",Depository institutions,41.1016223,-80.6539379,United Community Financial Corp.,UCFC,173,Crowe LLP,Ohio,Cleveland,17301566,Gregory McClure,3/22/2019,OH
277638,1231,Agricultural services,Agricultural services,41.1715058,-81.3581139,DAVEY TREE EXPERT CO,7183B,34,Deloitte &  Touche LLP,Ohio,Cleveland,3410780,Matthew Piros,3/21/2020,OH
110621,531,"Paints, varnishes, lacquers, enamels & allied prods",Chemicals and allied products,41.2033843,-81.8443908,RPM INTERNATIONAL INC/DE/,RPM,34,Deloitte &  Touche LLP,Ohio,Cleveland,3411106,Craig Donnan,8/22/2019,OH
904979,1031,Metal forgings & stampings,Fabricated metal products,41.2508876,-81.8896947,"Shiloh Industries, Inc.",SHLO,248,Grant Thornton LLP,Michigan,Southfield,24800206,James Tish,1/19/2020,OH
946647,1231,"Savings institution, federally chartered",Depository institutions,41.2835894,-84.3636521,First Defiance Financial Corp.,FDEF,173,Crowe LLP,Ohio,Cleveland,17301566,Gregory McClure,3/25/2020,OH
767405,1231,State commercial banks,Depository institutions,41.2852612,-84.3626663,"SB Financial Group, Inc.",SBFG; SBFGP,686,"BKD, LLP",Indiana,Indianapolis,68666041,Chad Garber,3/30/2020,OH
774569,1231,"Savings institution, federally chartered",Depository institutions,41.3304472,-80.7282846,"Cortland Bancorp, Inc.",CLDB,74,"S. R. Snodgrass, P.C.",Pennsylvania,Cranberry Township,7400014,Robert McDonough,3/28/2020,OH
1597313,1231,Electromedical & electrotherapeutic apparatus,Instruments and related products,41.3511421,-81.4953636,"ViewRay, Inc.",VRAY,34,Deloitte &  Touche LLP,California,San Francisco,3410836,Jennifer Ciszewski,3/20/2020,OH
742112,1231,"Orthopedic, prosthetic & surgical appliances & supplies",Instruments and related products,41.3721939,-82.0718156,Invacare Corp.,IVC; 4940B,42,Ernst & Young LLP,Ohio,Cleveland,4200305,Stephen Brooks,3/26/2020,OH
924168,1231,Electric lighting & wiring equipment,Electrical and electronic equipment,41.390115,-81.4534976,"Energy Focus, Inc.",EFOI,1808,GBQ Partners LLC,Ohio,Columbus,180800003,Jeffrey Harden,3/27/2020,OH
1722287,1231,Mining & quarrying of nonmetallic minerals (no fuels),"Nonmetallic minerals, except fuels",41.3954658,-81.6565882,Covia Holdings Corporation,CVIA,42,Ernst & Young LLP,Ohio,Cleveland,4202065,Salvatore Mileti,3/30/2020,OH
944148,1231,"Services-business services, nec",Business services,41.3968437,-81.662641,"CBIZ, Inc.",CBZ,185,KPMG LLP,Ohio,Cleveland,18500259,Adam Wieder,3/17/2020,OH
931148,1231,Electrical industrial apparatus,Electrical and electronic equipment,41.4113643,-81.6621505,GRAFTECH INTERNATIONAL LTD,GTI; BAM2; EAF,34,Deloitte &  Touche LLP,Ohio,Cleveland,3411336,Mark Quarm,3/13/2020,OH
917470,1231,Wholesale-metals service centers & offices,Wholesale trade--durable goods,41.4216122,-81.4999223,"Olympic Steel, Inc.",ZEUS,248,Grant Thornton LLP,Ohio,Cleveland,24800167,Jeffrey Robinson,3/9/2020,OH
1570827,1231,Investment advice,"Security, commodity brokers, and services",41.4240905,-81.7662263,"Victory Capital Holdings, Inc.",VCTR; 8690B,42,Ernst & Young LLP,Ohio,Cleveland,4201233,Michael Haver,3/19/2020,OH
811532,1231,Services-miscellaneous amusement & recreation,Amusement and recreational services,41.4501752,-82.6744027,CEDAR FAIR L P,FUN,34,Deloitte &  Touche LLP,Ohio,Cleveland,3410762,William Snyder,3/16/2020,OH
1090061,1130,"Fabricated rubber products, nec",Rubber and miscellaneous plastics products,41.4502631,-81.5021186,OMNOVA Solutions Inc.,OMN,42,Ernst & Young LLP,Ohio,Akron,4200155,Mary Beck,2/13/2020,OH
1378453,1231,Retail-auto dealers & gasoline stations,Automotive dealers and gasoline service stations,41.457013,-81.893837,TravelCenters of America Inc.,TA,49,RSM US LLP,Ohio,Cleveland,4983462,Kelly Anderson,3/6/2020,OH
944745,1231,State commercial banks,Depository institutions,41.4574518,-82.7107244,"Civista Bancshares, Inc.",CIVB; CIVBP,74,"S. R. Snodgrass, P.C.",Pennsylvania,Cranberry Township,7400015,Ian McDowell,3/28/2020,OH
1381668,930,"Savings institution, federally chartered",Depository institutions,41.4594491,-81.6397256,TFS Financial CORP,TFSL,34,Deloitte &  Touche LLP,Ohio,Cleveland,3411671,Mark Anderson,12/17/2019,OH
836147,NA,State commercial banks,Depository institutions,41.4614922,-81.0716279,Middlefield Banc Corp.,MBCN,74,"S. R. Snodgrass, P.C.",Pennsylvania,Cranberry Township,7400015,Ian McDowell,3/28/2020,OH
1142412,1231,Television broadcasting stations,Communications,41.4628886,-81.9572178,MISSION BROADCASTING INC,NA,238,PricewaterhouseCoopers LLP,Texas,Dallas,23800354,Sarah Fanning,4/4/2019,OH
