cik,fiscal_year_end,industry_name,sector_name,lat,lng,Issuer Name,Issuer Ticker,Firm ID,Firm Name,Firm Issuing State,Firm Issuing City,Engagement Partner ID,Engagement Partner Name,filing_date,business_state
3453,1231,Water transportation,Water transportation,21.309359,-157.8818136,"Matson, Inc.",MATX,34,Deloitte &  Touche LLP,California,San Francisco,3411074,Joseph Young,3/25/2020,HI
1447051,1231,"Savings institution, federally chartered",Depository institutions,21.310073,-157.8603784,Territorial Bancorp Inc.,TBNK,659,Moss Adams LLP,Oregon,Portland,65900129,Fred Peterson,4/16/2019,HI
1172222,1231,"Air transportation, scheduled",Transportation by air,21.3357473,-157.9178975,Hawaiian Holdings Inc.,HA,42,Ernst & Young LLP,Hawaii,Honolulu,4201399,Diane Inzano,2/27/2020,HI
1522222,531,Retail-miscellaneous retail,Miscellaneous retail,25.6611249,-80.3251187,"CLS Holdings USA, Inc.",CLSH,2738,"M&K CPAS, PLLC",Texas,Houston,273800003,Daniel Lafley,9/4/2019,FL
1683695,1231,"Services-business services, nec",Business services,25.6826182,-80.3152961,"International Money Express, Inc.",IMXI; IMXIW,243,"BDO USA, LLP",Florida,Miami,24311051,Alfredo Cepero,3/13/2020,FL
1509786,930,General bldg contractors - residential bldgs,General building contractors,25.687051,-80.3158267,"Inspired Builders, Inc.",ISRB,287,"Liggett & Webb, P.A.",Florida,Boynton Beach,28700001,derek webb,11/19/2019,FL
1518171,1231,"Retail-retail stores, nec",Miscellaneous retail,25.6870613,-80.3157479,"Jade Global Holdings, Inc.",NA,6117,"Heaton & Company, PLLC",Utah,Farmington,611700001,Kristofer Heaton,4/16/2019,FL
105016,1231,Wholesale-hardware & plumbing & heating equipment & supplies,Wholesale trade--durable goods,25.7303942,-80.236066,"Watsco, Inc.",WSO.B; WSO,185,KPMG LLP,Florida,Miami,18500638,Ezequiel Ladron de Guevara,3/12/2019,FL
1567345,1231,Cable & other pay television services,Communications,25.7340275,-80.2590105,"Hemisphere Media Group, Inc.",HMTV; 9947B,49,RSM US LLP,Florida,Miami,4998640,Jessica Hartman,3/16/2020,FL
1695963,NA,Real estate,Real estate,25.7370206,-80.2371415,Korth Direct Mortgage LLC,NA,673,"Richey, May & Co., LLP",Colorado,Englewood,67300002,Daniel O' Connor,4/2/2019,FL
311817,1231,Real estate investment trusts,Holding and other investment offices,25.7388056,-80.2232213,"HMG/Courtland Properties, Inc.",HMG,677,Cherry Bekaert LLP,Florida,Coral Gables,67700018,Cristian Nieto,3/25/2020,FL
1047340,1227,Agricultural production-crops,Agricultural production- crops,25.7464869,-80.259872,Fresh Del Monte Produce Inc.,FDP,42,Ernst & Young LLP,Florida,Miami,4200977,Mark Garces,3/9/2020,FL
1527702,1231,Telephone communications (no radiotelephone),Communications,25.7500593,-80.2609246,iQSTEL Inc.,NA,6285,"Boyle CPA, LLC",New Jersey,Bayville,628503320,Robert Boyle,4/20/2019,FL
1630856,1231,National commercial banks,Depository institutions,25.7514463,-80.262316,Professional Holding Corp.,PFHD,173,Crowe LLP,Florida,Fort Lauderdale,17304616,Lisa Roney,1/8/2020,FL
1734342,1219,National commercial banks,Depository institutions,25.7518055,-80.2591709,Amerant Bancorp Inc.,AMTBB; AMTB,238,PricewaterhouseCoopers LLP,Florida,Fort Lauderdale,23800486,Kevin Young,1/15/2020,FL
1282224,1231,Services-personal services,Personal services,25.7518796,-80.25805,"Dolphin Entertainment, Inc.",DLPN; DLPNW,243,"BDO USA, LLP",Florida,Miami,24310828,Jeffrey Balmer,4/16/2019,FL
1369568,1231,Pharmaceutical preparations,Chemicals and allied products,25.7520788,-80.2618023,"Catalyst Pharmaceuticals, Inc.",CPRX,248,Grant Thornton LLP,Florida,Miami,24800135,Patrick Messerli,3/25/2020,FL
1759008,1231,Blank checks,Holding and other investment offices,25.7586668,-80.1931295,Acamar Partners Acquisition Corp.,ACAMU; ACAM; 8933B,100,"WithumSmith+Brown, PC",New York,New York,10000350,Mark Deters,3/18/2019,FL
1057379,1227,Services-management consulting services,Engineering and management services,25.7636109,-80.1891193,"The Hackett Group, Inc.",HCKT,49,RSM US LLP,Florida,Fort Lauderdale,4990848,Phyllis Deiso,3/12/2020,FL
15615,1231,"Water, sewer, pipeline, comm & power line construction",Heavy construction contractors,25.7638876,-80.2567011,"MasTec, Inc.",MTZ,243,"BDO USA, LLP",Florida,Miami,24311170,Ernesto Saumell,3/4/2020,FL
1608092,1231,Retail-eating & drinking places,Eating and drinking places,25.7659923,-80.1946089,"Kisses From Italy, Inc.",KITL,5041,B F Borgers CPA PC,Colorado,Lakewood,504100001,Ben Borgers,4/16/2019,FL
1040850,1231,Retail-nonstore retailers,Miscellaneous retail,25.766409,-80.189904,"Agritek Holdings, Inc.",AGTK,2738,"M&K CPAS, PLLC",Texas,Houston,273800002,Cameron Terry,5/6/2019,FL
1689084,1231,"Biological products, (no disgnostic substances)",Chemicals and allied products,25.766409,-80.189904,Qrons Inc.,NA,6117,"Heaton & Company, PLLC",Utah,Farmington,611700001,Kristofer Heaton,4/16/2019,FL
891417,1231,"Coating, engraving & allied services",Fabricated metal products,25.7668326,-80.188727,PEN INC.,PENC; 7305B; 7304B,6168,"Tama, Budaj & Raab, P.C.",Michigan,FARMINGTON HILLS,616800002,JEFFREY BUDAJ,11/21/2019,FL
842013,1231,Services-prepackaged software,Business services,25.7671042,-80.1936558,"Hash Labs, Inc.",CGLO,287,"Liggett & Webb, P.A.",Florida,Boynton Beach,28700001,Derek Webb,4/17/2019,FL
1568693,1231,Electronic computers,Industrial machinery and equipment,25.7674922,-80.1910373,Helo Corp.,HLOC,2388,"Wei, Wei & Co., LLP",New York,Flushing,238800003,Donald Damore,4/16/2019,FL
1783000,1231,Blank checks,Holding and other investment offices,25.7674922,-80.1910373,BI Acquisition Corp.,NA,688,Marcum LLP,New York,New York,68800126,John Klenner,9/24/2019,FL
1563298,1231,Air-cond & warm air heatg equip & comm & indl refrig equip,Industrial machinery and equipment,25.7691894,-80.190427,EuroSport Active World Corp.,EAWD,206,"MaloneBailey, LLP",Texas,Houston,20600002,Steven Vertucci,4/4/2019,FL
1712543,1231,"Services-business services, nec",Business services,25.771289,-80.1894714,Andover National Corporation,NA,206,"MaloneBailey, LLP",Texas,Houston,20600002,Steven Vertucci,3/22/2019,FL
1609472,930,Services-prepackaged software,Business services,25.7721896,-80.1881168,"GH Capital, Inc.",NA,106,"Salberg & Company, P.A.",Florida,Boca Raton,10600001,Scott Salberg,1/18/2019,FL
884887,1231,Water transportation,Water transportation,25.7752306,-80.1783085,ROYAL CARIBBEAN CRUISES LTD,RCL,238,PricewaterhouseCoopers LLP,Florida,Miami,23800034,Robert Sturm,3/11/2020,FL
920760,1130,General bldg contractors - residential bldgs,General building contractors,25.7769431,-80.3703976,LENNAR CORP /NEW/,LEN; 4910B; LEN.B,34,Deloitte &  Touche LLP,Florida,Miami,3411069,Eric Rubin,2/12/2020,FL
1711929,1231,Real estate investment trusts,Holding and other investment offices,25.7893917,-80.1313156,"Starwood Real Estate Income Trust, Inc.",NA,34,Deloitte &  Touche LLP,New York,New York,3411237,Marisa Daligan,4/24/2019,FL
1429764,1231,"Power, distribution & specialty transformers",Electrical and electronic equipment,25.7909259,-80.1327913,Blink Charging Co.,BLNK; BLNKW,688,Marcum LLP,New York,New York,68800121,Edward Hackert,7/21/2019,FL
1514113,1231,Title insurance,Insurance carriers,25.7909259,-80.1327913,"Grand Havana, Inc.",NA,206,"MaloneBailey, LLP",Texas,Houston,20600002,Steven Vertucci,2/20/2020,FL
1318742,1231,Water transportation,Water transportation,25.7916996,-80.3203532,NCL CORP Ltd.,NA,238,PricewaterhouseCoopers LLP,Florida,Miami,23800353,Nicole Martucci,3/17/2020,FL
1513761,1231,Water transportation,Water transportation,25.7916996,-80.3203532,Norwegian Cruise Line Holdings Ltd.,NCLH,238,PricewaterhouseCoopers LLP,Florida,Miami,23800353,Nicole Martucci,3/17/2020,FL
1274032,1231,"Wholesale-electronic parts & equipment, nec",Wholesale trade--durable goods,25.792611,-80.331743,"Cool Holdings, Inc.",AWSM,137,"Kaufman, Rossin & Co., a Professional Association",Florida,Miami,13700152,Alan Chosed,4/30/2019,FL
720762,731,Electromedical & electrotherapeutic apparatus,Instruments and related products,25.7941177,-80.1425585,"NON-INVASIVE MONITORING SYSTEMS, INC.",NIMU,274,EisnerAmper LLP,Florida,Fort Lauderdale,27407080,Joe Berkovits,1/7/2020,FL
1100778,1231,Services-management consulting services,Engineering and management services,25.7968154,-80.1986123,Rokk3r Inc,AMFS,2502,"Montgomery Coscia Greilich, LLP",Texas,Plano,250200010,Kelechukwu Onwuneme,4/11/2019,FL
863894,930,Pharmaceutical preparations,Chemicals and allied products,25.8005227,-80.1957883,Veru Inc.,VERU,49,RSM US LLP,Illinois,Chicago,4923898,Michael Fox,12/24/2019,FL
1538495,331,Pharmaceutical preparations,Chemicals and allied products,25.8020354,-80.3273651,"Earth Science Tech, Inc",ETST,5041,B F Borgers CPA PC,Colorado,Lakewood,504100001,Ben Borgers,7/4/2019,FL
815097,1130,Water transportation,Water transportation,25.8068316,-80.3355508,CARNIVAL CORP,CCL; 4905B; CUKPF; CUK,238,PricewaterhouseCoopers LLP,Florida,Miami,23800208,Robert Hammond,2/13/2020,FL
789460,1231,Wholesale-petroleum & petroleum products (no bulk stations),Wholesale trade--nondurable goods,25.8105865,-80.3554135,WORLD FUEL SERVICES CORP,INT,238,PricewaterhouseCoopers LLP,Florida,Miami,23800054,Martin Foley,3/20/2020,FL
1557376,1031,Miscellaneous transportation equipment,Transportation equipment,25.8133752,-80.1274598,"Organicell Regenerative Medicine, Inc.",BPSR,688,Marcum LLP,New York,Fort Lauderdale,68800114,Ilyssa Blum,3/16/2020,FL
225211,1231,Telephone & telegraph apparatus,Electrical and electronic equipment,25.8162088,-80.1886343,"One Horizon Group, Inc.",TGHI,677,Cherry Bekaert LLP,Florida,Tampa,67700015,Christopher Rux,4/18/2019,FL
723733,131,Blank checks,Holding and other investment offices,25.8168584,-80.1891193,"MULTI SOLUTIONS II, INC",MUSS,688,Marcum LLP,Florida,West Palm Beach,68800116,John Gabriel,4/12/2019,FL
766404,131,Blank checks,Holding and other investment offices,25.8168584,-80.1891193,"MULTI SOFT II, INC",MSOF,688,Marcum LLP,Florida,West Palm Beach,68800116,John Gabriel,4/12/2019,FL
59440,1231,Cigarettes,Tobacco manufactures,25.8168584,-80.1891193,VECTOR GROUP LTD,VGR,34,Deloitte &  Touche LLP,Florida,Miami,3411175,John Gordon,3/24/2020,FL
944809,1231,Pharmaceutical preparations,Chemicals and allied products,25.8168584,-80.1891193,"Opko Health, Inc.",OPK,42,Ernst & Young LLP,Florida,Miami,4201896,John Marasco,3/17/2020,FL
1029730,1231,"Security brokers, dealers & flotation companies","Security, commodity brokers, and services",25.8168584,-80.1891193,LADENBURG THALMANN FINANCIAL SERVICES INC.,LTS; LTSA,274,EisnerAmper LLP,New York,New York,27454205,Lauren Tomlinson,3/17/2020,FL
1622231,831,Services-computer processing & data preparation,Business services,25.8214977,-80.3262198,"Boatim, Inc.",NA,206,"MaloneBailey, LLP",Texas,Houston,20600001,George Qin,2/5/2020,FL
65312,630,Services-personal services,Personal services,25.836944,-80.1905578,"EVI Industries, Inc.",EVI,243,"BDO USA, LLP",Florida,Miami,24311171,Ian Shapiro,9/16/2019,FL
927720,1231,Radio broadcasting stations,Communications,25.8375411,-80.3212092,"Spanish Broadcasting System, Inc.",SBSAA; 2002B; 7357B,173,Crowe LLP,Florida,Fort Lauderdale,17308208,Glen Beanland,4/5/2019,FL
85961,1231,Services-auto rental & leasing (no drivers),"Automotive repair, services, and parking",25.868202,-80.3853078,RYDER SYSTEM INC,R,238,PricewaterhouseCoopers LLP,Florida,Miami,23800034,Robert Sturm,3/18/2020,FL
1504008,1231,"Savings institution, federally chartered",Depository institutions,25.9089615,-80.3280127,"BankUnited, Inc.",BKU,185,KPMG LLP,Florida,Miami,18500079,Alysha Horsley,3/20/2020,FL
1499961,1231,Services-computer processing & data preparation,Business services,25.9273039,-80.1416279,"Net Element, Inc.",NETE; NETEW,229,Daszkal Bolton LLP,Florida,Fort Lauderdale,22900271,Scott Walters,4/25/2019,FL
1409197,831,Pharmaceutical preparations,Chemicals and allied products,25.9300485,-80.1262026,"Bespoke Extracts, Inc.",BSPK,287,"Liggett & Webb, P.A.",Florida,Boynton Beach,28700001,Derek Webb,12/30/2019,FL
1664038,1130,Apparel & other finishd prods of fabrics & similar matl,Apparel and other textile products,25.9317072,-80.1269381,"Hemp Naturals, Inc.",HPMM,273,"Prager Metis CPAs, LLC",New Jersey,Hackensack,27300003,Francis Decker,4/1/2019,FL
1698702,131,Wholesale-misc durable goods,Wholesale trade--durable goods,25.9468918,-80.1204834,Arion Group Corp.,NA,206,"MaloneBailey, LLP",Texas,Houston,20600006,Leah Gonzales,5/29/2019,FL
1058307,1231,Telephone communications (no radiotelephone),Communications,25.9501278,-80.1417244,ORBITAL TRACKING CORP.,OSAT,587,RBSM LLP,Nevada,HENDERSON,58700006,MARLENE HUTCHENSON,4/27/2019,FL
1537663,1231,Pharmaceutical preparations,Chemicals and allied products,25.9501278,-80.1417244,"Health-Right Discoveries, Inc.",NA,273,"Prager Metis CPAs, LLC",New Jersey,Hackensack,27300004,Francis Decker,6/18/2019,FL
1604930,630,Photographic equipment & supplies,Instruments and related products,25.9501278,-80.1417244,"Life Clips, Inc.",NA,3289,"Accell Audit & Compliance, P.A.",Florida,Tampa,328900001,Christopher Hiestand,3/10/2020,FL
1059784,731,Pharmaceutical preparations,Chemicals and allied products,25.9759819,-80.280158,Generex Biotechnology Corporation,GNBT,339,Mazars USA LLP,New Jersey,Edison,33920190,Michael DeVito,12/13/2019,FL
1498710,1231,"Air transportation, scheduled",Transportation by air,25.9832926,-80.2881407,"Spirit Airlines, Inc.",SAVE; 6213B,42,Ernst & Young LLP,Florida,Miami,4202893,Andrew Soucheray,2/20/2020,FL
1532961,1228,Services-miscellaneous business services,Business services,26.0094101,-80.1771314,"NV5 Global, Inc.",NVEE; NVEEU; NVEEW,34,Deloitte &  Touche LLP,Florida,Miami,3410993,Antonio Giro,3/23/2020,FL
46619,1031,Aircraft engines & engine parts,Transportation equipment,26.0248413,-80.1688478,HEICO CORP,HEI; HEI.A,34,Deloitte &  Touche LLP,Florida,Miami,3411338,Raymond Faloona,1/15/2020,FL
844856,1231,Tobacco products,Tobacco manufactures,26.0429571,-80.1650981,Healthier Choices Management Corp.,HCMC; VPCOU,688,Marcum LLP,New York,New York,68800125,Edward Bechold,4/10/2019,FL
1766502,202,Retail-catalog & mail-order houses,Miscellaneous retail,26.0594381,-80.1615227,"Chewy, Inc.",CHWY; 7968B,34,Deloitte &  Touche LLP,Arizona,Phoenix,3410673,Ellen Basilico,5/7/2019,FL
1746563,1231,Medicinal chemicals & botanical products,Chemicals and allied products,26.0629745,-80.1932973,Potnetwork Holdings INC,NA,3313,"Yusufali & Associates, LLC",New Jersey,Short Hills,331300001,Yusufali Musaji,11/3/2019,FL
350737,1231,"Specialty cleaning, polishing and sanitation preparations",Chemicals and allied products,26.0723813,-80.2132209,"OCEAN BIO-CHEM, INC.",OBCI,274,EisnerAmper LLP,Florida,Fort Lauderdale,27407080,Joe Berkovits,5/16/2019,FL
1372183,228,Transportation services,Transportation services,26.0828271,-80.3720373,"Monaker Group, Inc",MKGI,6167,"Thayer O'Neal Company, LLC",Texas,Sugar Land,616700003,Iqbal Safdar,6/21/2019,FL
859598,1231,Deep sea foreign transportation of freight,Water transportation,26.0830109,-80.1155381,SEACOR Holdings Inc.,CKH,248,Grant Thornton LLP,Florida,Ft. Lauderdale,24800151,Kelly Phillips,3/11/2020,FL
1016125,1231,Services-prepackaged software,Business services,26.0970287,-80.3843769,"The Ultimate Software Group, Inc.",ULTI,185,KPMG LLP,Florida,Fort Lauderdale,18500042,Rebecca Sproul,3/15/2019,FL
1676163,1231,Surgical & medical instruments & apparatus,Instruments and related products,26.103047,-80.125217,AVRA MEDICAL ROBOTICS INC.,NA,756,"DE LEON & COMPANY, P.A.",Florida,PEMBROKE PINES,75600001,JULIO DE LEON,4/19/2019,FL
69891,501,Bottled & canned soft drinks & carbonated waters,Food and kindred products,26.1083574,-80.2557416,National Beverage Corp,FIZZ,49,RSM US LLP,Florida,Fort Lauderdale,4990848,Phyllis Deiso,7/19/2019,FL
1530746,1231,Pharmaceutical preparations,Chemicals and allied products,26.1114991,-80.1427138,"Kaya Holdings, Inc.",KAYS,2738,"M&K CPAS, PLLC",Texas,Houston,273800003,Daniel Lafley,4/29/2019,FL
1550020,1231,Services-home health care services,Health services,26.1181305,-80.1415718,eWELLNESS HEALTHCARE CORPORATION,EWLL,457,Haynie & Company,Utah,Salt Lake City,45763124,Steven Avis,3/26/2020,FL
1785494,630,Real estate,Real estate,26.1187345,-80.1399717,Woodbridge Liquidation Trust,NA,402,Squar Milner LLP,California,Irvine,40200078,Ahmed Hamdy,11/5/2019,FL
350698,1231,Retail-auto dealers & gasoline stations,Automotive dealers and gasoline service stations,26.1200646,-80.1441231,"AutoNation, Inc.",AN; RWI.,185,KPMG LLP,Florida,Fort Lauderdale,18500042,Rebecca Sproul,3/11/2020,FL
315858,1231,Real estate,Real estate,26.1201192,-80.1389331,BBX Capital Corporation,BBX; BBXTB,248,Grant Thornton LLP,Florida,Ft. Lauderdale,24800164,Alexander Rhodes,3/19/2019,FL
811222,1231,Blank checks,Holding and other investment offices,26.1201192,-80.1389331,Cardiff Lexington Corp.,NA,229,Daszkal Bolton LLP,Florida,Fort Lauderdale,22900271,Scott Walters,4/19/2019,FL
1664127,1231,Services-help supply services,Business services,26.120242,-80.1380608,"Altitude International, Inc",ALTD,5041,B F Borgers CPA PC,Colorado,Lakewood,504100006,Doug Grande,4/15/2019,FL
1590714,1231,Miscellaneous chemical products,Chemicals and allied products,26.1218986,-80.1382352,Element Solutions Inc,ESI,238,PricewaterhouseCoopers LLP,New York,New York,23800366,Carrie Quinn,3/25/2020,FL
1066684,1231,Services-advertising,Business services,26.1219069,-80.1416808,THEGLOBE COM INC,TGLO,688,Marcum LLP,New York,Fort Lauderdale,68800116,John Gabriel,3/30/2019,FL
1610473,1231,Wholesale-computers & peripheral equipment & software,Wholesale trade--durable goods,26.1219069,-80.1416808,Entranet Inc,NA,5041,B F Borgers CPA PC,Colorado,Lakewood,504100001,Ben Borgers,8/29/2019,FL
1669400,1231,Agricultural production-crops,Agricultural production- crops,26.1224426,-80.127876,"Veritas Farms, Inc.",NA,273,"Prager Metis CPAs, LLC",New Jersey,Hackensack,27300003,Francis Decker,6/26/2019,FL
887730,331,Electronic components & accessories,Electrical and electronic equipment,26.1225274,-80.1353884,Kemet Corporation,KEM; 7612B,42,Ernst & Young LLP,Florida,Boca Raton,4201896,John Marasco,6/19/2019,FL
1686850,1231,Surgical & medical instruments & apparatus,Instruments and related products,26.1229434,-80.1295117,"MOTUS GI HOLDINGS, INC.",MOTS,274,EisnerAmper LLP,Pennsylvania,Philadelphia,27482691,Joseph DFalco,8/30/2019,FL
1388319,1231,Services-commercial physical & biological research,Engineering and management services,26.1249957,-80.3335393,U.S. STEM CELL INC.,USRM,587,RBSM LLP,New York,NEW YORK,58700004,RAJASH SHARMA,3/31/2019,FL
1731727,1231,Retail-auto dealers & gasoline stations,Automotive dealers and gasoline service stations,26.1294712,-80.2029024,"LMP Automotive Holdings, Inc.",LMPX,606,"Grassi & Co., CPAs, P.C.",New York,Jericho,60600002,Louis Pizzileo,3/2/2020,FL
893949,1231,Services-hospitals,Health services,26.1339066,-80.3423209,"MEDNAX, INC.",MD,238,PricewaterhouseCoopers LLP,Florida,Miami,23800208,Robert Hammond,3/10/2020,FL
1069996,1231,"Fire, marine & casualty insurance",Insurance carriers,26.1381019,-80.336045,FedNat Holding Company,FNHC,42,Ernst & Young LLP,North Carolina,Charlotte,4200871,Thomas Fiepke,3/20/2020,FL
1562201,1031,"Services-equipment rental & leasing, nec",Business services,26.1684677,-80.2628409,"BlackPoll Fleet International, Inc",BPOL,587,RBSM LLP,Nevada,HENDERSON,58700006,MARLENE HUTCHESON,5/5/2019,FL
1099160,1231,Radio broadcasting stations,Communications,26.1830267,-81.800786,"Beasley Broadcast Group, Inc.",BBGI; 9903B,173,Crowe LLP,Florida,Fort Lauderdale,17308208,Glen Beanland,2/24/2020,FL
891166,1231,"Fire, marine & casualty insurance",Insurance carriers,26.1863495,-80.1588193,"Universal Insurance Holdings, Inc.",UVE,166,"Plante & Moran, PLLC",Illinois,Chicago,16600320,Kevin Krause,3/7/2020,FL
1034592,1231,"Services-business services, nec",Business services,26.1887569,-80.1725973,"OmniComm Systems, Inc.",OMCM,287,"Liggett & Webb, P.A.",New York,New York,28700005,James Alviggi,4/24/2019,FL
1288855,1231,National commercial banks,Depository institutions,26.1900229,-80.1120184,"OptimumBank Holdgings, Inc.",OPHC,400,"Hacker, Johnson & Smith PA",Florida,Ft. Lauderdale,40000230,David Ajvazi,4/23/2019,FL
12040,1003,Retail-eating places,Eating and drinking places,26.1902274,-80.1229249,Flanigans Enterprises Inc,BDL,688,Marcum LLP,Florida,Fort Lauderdale,68800114,Ilyssa Blum,12/31/2019,FL
1567503,1231,Services-management consulting services,Engineering and management services,26.1903143,-80.1071617,"TurnKey Capital, Inc. and Subsidiaries",TKCI,400,"Hacker, Johnson & Smith PA",Florida,Ft. Lauderdale,40000230,David Ajvazi,5/16/2019,FL
1601280,1231,"Railroads, line-haul operating",Railroads?,26.1903143,-80.1071617,"MediXall Group, Inc. and Subsidiaries",MDXL,400,"Hacker, Johnson & Smith PA",Florida,Ft. Lauderdale,40000230,David Ajvazi,6/5/2019,FL
1043894,1231,"Special industry machinery, nec",Industrial machinery and equipment,26.199324,-80.1544849,"Enviro Technologies, Inc.",EVTN,287,"Liggett & Webb, P.A.",Florida,Boynton Beach,28700006,Jessica Etania,4/22/2019,FL
877890,1231,Services-prepackaged software,Business services,26.2039173,-80.1539354,"Citrix Systems, Inc.",CTXS,42,Ernst & Young LLP,Florida,Boca Raton,4200181,Michael Bentley,2/26/2020,FL
923601,331,Phonograph records & prerecorded audio tapes & disks,Electrical and electronic equipment,26.2055992,-80.1513266,"THE SINGING MACHINE COMPANY, INC.",SMDM,274,EisnerAmper LLP,Florida,Fort Lauderdale,27407080,Joe Berkovits,7/17/2019,FL
790652,630,Electromedical & electrotherapeutic apparatus,Instruments and related products,26.2082452,-80.1610867,"Imaging Diagnostic Systems, Inc.",IMDS,5036,Assurance Dimensions,Florida,Coconut Creek,503600001,Matthew McNamara,10/5/2019,FL
935036,1231,Services-prepackaged software,Business services,26.2093299,-81.7466602,"ACI WORLDWIDE, INC.",ACIW; 9015B,34,Deloitte &  Touche LLP,Nebraska,Omaha,3411149,Daniel Le,3/7/2020,FL
1500305,1231,Crude petroleum & natural gas,Oil and gas extraction,26.2099336,-81.7715565,"Sustainable Projects Group, Inc.",NA,5525,"Fruci & Associates II, PLLC",Washington,Spokane,552500003,Jennifer Crofoot,12/5/2019,FL
1647705,1231,Ship & boat building & repairing,Transportation equipment,26.2323449,-80.0973589,"Global Boatworks Holdings, Inc.",NA,106,"Salberg & Company, P.A.",Florida,Boca Raton,10600001,Scott Salberg,5/10/2019,FL
1776661,1231,Blank checks,Holding and other investment offices,26.2513606,-81.7993052,Conyers Park II Acquisition Corp.,CPAAU; 8937B; CPAA; CPAAW,100,"WithumSmith+Brown, PC",New York,New York,10001100,Marc Silverman,7/31/2019,FL
1448705,1231,Services-advertising,Business services,26.2560335,-80.1441667,"Basanite, Inc.",BASA,2258,"KBL, LLP",New York,New York,225890003,Michael Pollack,3/31/2019,FL
1655971,1231,"Services-business services, nec",Business services,26.2593886,-80.2426958,"PostAds, Inc.",NA,106,"Salberg & Company, P.A.",Florida,Boca Raton,10600001,Scott Salberg,5/10/2019,FL
1166708,1231,"Sporting & athletic goods, nec",Miscellaneous manufacturing industries,26.2681747,-80.1573885,"Brownie's Marine Group, Inc.",BWMG,287,"Liggett & Webb, P.A.",Florida,Boynton Beach,28700001,Derek Webb,6/17/2019,FL
1680139,1231,Services-offices & clinics of doctors of medicine,Health services,26.2728978,-81.7846218,Healthlynked Corp.,HLYK,587,RBSM LLP,New York,new york,58700004,rajesh sharma,4/8/2019,FL
1563463,1231,Dairy products,Food and kindred products,26.3108799,-80.1885072,"Nutralife Biosciences, Inc.",NLBS,229,Daszkal Bolton LLP,Florida,Fort Lauderdale,22900271,Scott Walters,4/9/2019,FL
1002771,1231,NA,NA,26.3118944,-80.2021565,"Integrated Cannabis Solutions, Inc.",IGPK,688,Marcum LLP,New York,New York,68800155,John Hughes,2/13/2020,FL
